,year,name,value,lastValue,rank
19,1991.2,Trampolines,669.0,621.0,20
20,1991.2,Tying my shoes,657.0,612.0,21
21,1991.2,Women (fearful),652.0,632.0,22
22,1991.2,Am I good?,646.0,574.0,23
23,1991.2,Travel,633.0,574.0,24
24,1991.2,Chewing,622.0,528.0,25
25,1991.2,Money,622.0,532.0,26
26,1991.2,"Oh no, THIS is grown up",603.0,571.0,27
27,1991.2,We MUST meet up more,599.0,543.0,28
28,1991.2,Teeth are the worst,590.0,576.0,29
29,1991.2,Not learning languages,586.0,570.0,30
30,1991.2,Oversized t-shirts,578.0,555.0,31
31,1991.2,Using chopsticks,562.0,489.0,32
32,1991.2,Bored. I might make noise,553.0,495.0,33
33,1991.2,Games,549.0,509.0,34
34,1991.2,Harry Potter,538.0,518.0,35
35,1991.2,RUNNING,533.0,530.0,36
36,1991.2,The dark?,525.0,470.0,37
37,1991.2,When will I grow up?,515.0,486.0,38
38,1991.2,Women (interested),509.0,414.0,39
39,1991.2,Everyone is racist?,508.0,477.0,40
40,1991.2,Hreflang,489.0,444.0,41
41,1991.2,Who the f**k is this?,481.0,467.0,42
42,1991.2,Cartoons,477.0,453.0,43
43,1991.2,I know pretty much everything,476.0,449.0,44
44,1991.2,Jupyter,464.0,418.0,45
45,1991.2,Rap,395.0,395.0,46
0,1991.3,Need a nap,262520.0,244938.0,1
1,1991.3,What is that smell?,204963.0,195765.0,2
2,1991.3,I'm going to be sick,188987.0,179917.0,3
3,1991.3,What colour is that?,96320.0,72046.0,4
4,1991.3,Food/drink,93632.0,121472.0,5
5,1991.3,Have I pooped myself?,80668.0,55770.0,6
6,1991.3,Loud noises,79381.0,76322.0,7
7,1991.3,"No, don't carry me there",62692.0,35360.0,8
8,1991.3,My toy,52750.0,48213.0,9
9,1991.3,Eugh these clothes,46512.0,41926.0,10
10,1991.3,Bugs,25900.0,37986.0,11
11,1991.3,Who the frick is this?,11648.0,16354.0,12
12,1991.3,Walking,851.0,815.0,13
13,1991.3,I don't know anything,810.0,720.0,14
14,1991.3,What is KPI?,771.0,702.0,15
15,1991.3,Exams,743.0,692.0,16
16,1991.3,Brexit,736.0,671.0,17
17,1991.3,Trampolines,729.0,669.0,18
18,1991.3,Why does my skin hate me?,728.0,684.0,19
19,1991.3,Tying my shoes,718.0,657.0,20
20,1991.3,Women (fearful),717.0,652.0,21
21,1991.3,Travel,706.0,633.0,22
22,1991.3,Getting swole,693.0,674.0,23
23,1991.3,Oversized t-shirts,677.0,578.0,24
24,1991.3,"Oh no, THIS is grown up",673.0,603.0,25
25,1991.3,Chewing,667.0,622.0,26
26,1991.3,Am I good?,664.0,646.0,27
27,1991.3,We MUST meet up more,657.0,599.0,28
28,1991.3,Bored. I might make noise,643.0,553.0,29
29,1991.3,Not learning languages,637.0,586.0,30
30,1991.3,Money,627.0,622.0,31
31,1991.3,Using chopsticks,625.0,562.0,32
32,1991.3,RUNNING,625.0,533.0,33
33,1991.3,Harry Potter,617.0,538.0,34
34,1991.3,When will I grow up?,614.0,515.0,35
35,1991.3,Women (interested),600.0,509.0,36
36,1991.3,Teeth are the worst,592.0,590.0,37
37,1991.3,Games,552.0,549.0,38
38,1991.3,I know pretty much everything,538.0,476.0,39
39,1991.3,Cartoons,536.0,477.0,40
40,1991.3,The dark?,535.0,525.0,41
41,1991.3,Hreflang,523.0,489.0,42
42,1991.3,Everyone is racist?,523.0,508.0,43
43,1991.3,Who the f**k is this?,486.0,481.0,44
44,1991.3,Jupyter,477.0,464.0,45
45,1991.3,Rap,455.0,395.0,46
0,1991.4,Food/drink,321645.0,93632.0,1
1,1991.4,Need a nap,221340.0,262520.0,2
2,1991.4,What is that smell?,211680.0,204963.0,3
3,1991.4,What colour is that?,169620.0,96320.0,4
4,1991.4,"No, don't carry me there",132060.0,62692.0,5
5,1991.4,I'm going to be sick,131700.0,188987.0,6
6,1991.4,Have I pooped myself?,129780.0,80668.0,7
7,1991.4,Loud noises,92365.0,79381.0,8
8,1991.4,Bugs,69540.0,25900.0,9
9,1991.4,My toy,61386.0,52750.0,10
10,1991.4,Eugh these clothes,56961.0,46512.0,11
11,1991.4,Who the frick is this?,25380.0,11648.0,12
12,1991.4,Walking,913.0,851.0,13
13,1991.4,I don't know anything,870.0,810.0,14
14,1991.4,Brexit,811.0,736.0,15
15,1991.4,What is KPI?,808.0,771.0,16
16,1991.4,Exams,791.0,743.0,17
17,1991.4,Why does my skin hate me?,773.0,728.0,18
18,1991.4,Trampolines,769.0,729.0,19
19,1991.4,Oversized t-shirts,766.0,677.0,20
20,1991.4,Women (fearful),756.0,717.0,21
21,1991.4,Travel,755.0,706.0,22
22,1991.4,Tying my shoes,737.0,718.0,23
23,1991.4,Am I good?,735.0,664.0,24
24,1991.4,"Oh no, THIS is grown up",719.0,673.0,25
25,1991.4,Getting swole,712.0,693.0,26
26,1991.4,Money,703.0,627.0,27
27,1991.4,Chewing,689.0,667.0,28
28,1991.4,Bored. I might make noise,684.0,643.0,29
29,1991.4,When will I grow up?,676.0,614.0,30
30,1991.4,Women (interested),664.0,600.0,31
31,1991.4,RUNNING,662.0,625.0,32
32,1991.4,We MUST meet up more,659.0,657.0,33
33,1991.4,Using chopsticks,645.0,625.0,34
34,1991.4,Not learning languages,637.0,637.0,35
35,1991.4,Teeth are the worst,631.0,592.0,36
36,1991.4,Harry Potter,620.0,617.0,37
37,1991.4,The dark?,618.0,535.0,38
38,1991.4,Hreflang,602.0,523.0,39
39,1991.4,Cartoons,599.0,536.0,40
40,1991.4,Everyone is racist?,584.0,523.0,41
41,1991.4,I know pretty much everything,575.0,538.0,42
42,1991.4,Jupyter,564.0,477.0,43
43,1991.4,Games,564.0,552.0,44
44,1991.4,Who the f**k is this?,554.0,486.0,45
45,1991.4,Rap,456.0,455.0,46
0,1991.5,Need a nap,388400.0,221340.0,1
1,1991.5,Food/drink,369456.0,321645.0,2
2,1991.5,What colour is that?,282400.0,169620.0,3
3,1991.5,What is that smell?,271680.0,211680.0,4
4,1991.5,I'm going to be sick,214560.0,131700.0,5
5,1991.5,Have I pooped myself?,202800.0,129780.0,6
6,1991.5,Bugs,127440.0,69540.0,7
7,1991.5,"No, don't carry me there",97200.0,132060.0,8
8,1991.5,Eugh these clothes,72351.0,56961.0,9
9,1991.5,My toy,69463.0,61386.0,10
10,1991.5,Loud noises,54800.0,92365.0,11
11,1991.5,Who the frick is this?,50640.0,25380.0,12
12,1991.5,Walking,932.0,913.0,13
13,1991.5,What is KPI?,903.0,808.0,14
14,1991.5,Exams,888.0,791.0,15
15,1991.5,I don't know anything,882.0,870.0,16
16,1991.5,Why does my skin hate me?,872.0,773.0,17
17,1991.5,Brexit,869.0,811.0,18
18,1991.5,Oversized t-shirts,817.0,766.0,19
19,1991.5,Money,800.0,703.0,20
20,1991.5,Women (fearful),787.0,756.0,21
21,1991.5,Am I good?,786.0,735.0,22
22,1991.5,Bored. I might make noise,776.0,684.0,23
23,1991.5,Travel,775.0,755.0,24
24,1991.5,Trampolines,773.0,769.0,25
25,1991.5,Tying my shoes,750.0,737.0,26
26,1991.5,Getting swole,747.0,712.0,27
27,1991.5,"Oh no, THIS is grown up",737.0,719.0,28
28,1991.5,Using chopsticks,736.0,645.0,29
29,1991.5,Chewing,733.0,689.0,30
30,1991.5,Teeth are the worst,726.0,631.0,31
31,1991.5,Not learning languages,714.0,637.0,32
32,1991.5,When will I grow up?,712.0,676.0,33
33,1991.5,The dark?,710.0,618.0,34
34,1991.5,We MUST meet up more,708.0,659.0,35
35,1991.5,Hreflang,701.0,602.0,36
36,1991.5,Everyone is racist?,681.0,584.0,37
37,1991.5,Cartoons,674.0,599.0,38
38,1991.5,Women (interested),672.0,664.0,39
39,1991.5,RUNNING,667.0,662.0,40
40,1991.5,Harry Potter,653.0,620.0,41
41,1991.5,Games,614.0,564.0,42
42,1991.5,I know pretty much everything,595.0,575.0,43
43,1991.5,Who the f**k is this?,580.0,554.0,44
44,1991.5,Jupyter,564.0,564.0,45
45,1991.5,Rap,518.0,456.0,46
0,1991.6,Food/drink,459935.0,369456.0,1
1,1991.6,Need a nap,285685.0,388400.0,2
2,1991.6,What colour is that?,272850.0,282400.0,3
3,1991.6,I'm going to be sick,236327.0,214560.0,4
4,1991.6,What is that smell?,225335.0,271680.0,5
5,1991.6,Have I pooped myself?,193205.0,202800.0,6
6,1991.6,"No, don't carry me there",101405.0,97200.0,7
7,1991.6,Bugs,93245.0,127440.0,8
8,1991.6,My toy,84174.0,69463.0,9
9,1991.6,Eugh these clothes,79809.0,72351.0,10
10,1991.6,Loud noises,76415.0,54800.0,11
11,1991.6,Who the frick is this?,54145.0,50640.0,12
12,1991.6,Walking,981.0,932.0,13
13,1991.6,I don't know anything,942.0,882.0,14
14,1991.6,Brexit,938.0,869.0,15
15,1991.6,Why does my skin hate me?,933.0,872.0,16
16,1991.6,What is KPI?,915.0,903.0,17
17,1991.6,Exams,905.0,888.0,18
18,1991.6,Travel,873.0,775.0,19
19,1991.6,Oversized t-shirts,872.0,817.0,20
20,1991.6,Bored. I might make noise,866.0,776.0,21
21,1991.6,Women (fearful),864.0,787.0,22
22,1991.6,Am I good?,841.0,786.0,23
23,1991.6,Money,838.0,800.0,24
24,1991.6,Trampolines,823.0,773.0,25
25,1991.6,Using chopsticks,817.0,736.0,26
26,1991.6,When will I grow up?,808.0,712.0,27
27,1991.6,Chewing,807.0,733.0,28
28,1991.6,Tying my shoes,805.0,750.0,29
29,1991.6,Teeth are the worst,793.0,726.0,30
30,1991.6,Not learning languages,784.0,714.0,31
31,1991.6,Getting swole,782.0,747.0,32
32,1991.6,The dark?,747.0,710.0,33
33,1991.6,RUNNING,746.0,667.0,34
34,1991.6,"Oh no, THIS is grown up",740.0,737.0,35
35,1991.6,We MUST meet up more,721.0,708.0,36
36,1991.6,Everyone is racist?,719.0,681.0,37
37,1991.6,Cartoons,715.0,674.0,38
38,1991.6,Harry Potter,713.0,653.0,39
39,1991.6,Women (interested),712.0,672.0,40
40,1991.6,Hreflang,707.0,701.0,41
41,1991.6,I know pretty much everything,643.0,595.0,42
42,1991.6,Who the f**k is this?,628.0,580.0,43
43,1991.6,Games,620.0,614.0,44
44,1991.6,Jupyter,601.0,564.0,45
45,1991.6,Rap,567.0,518.0,46
0,1991.7,Need a nap,618822.0,285685.0,1
1,1991.7,What colour is that?,555516.0,272850.0,2
2,1991.7,Food/drink,535320.0,459935.0,3
3,1991.7,Have I pooped myself?,353556.0,193205.0,4
4,1991.7,I'm going to be sick,337176.0,236327.0,5
5,1991.7,What is that smell?,244944.0,225335.0,6
6,1991.7,"No, don't carry me there",212940.0,101405.0,7
7,1991.7,Loud noises,123480.0,76415.0,8
8,1991.7,Bugs,121464.0,93245.0,9
9,1991.7,My toy,99366.0,84174.0,10
10,1991.7,Eugh these clothes,95088.0,79809.0,11
11,1991.7,Who the frick is this?,63630.0,54145.0,12
12,1991.7,Walking,1080.0,981.0,13
13,1991.7,Exams,997.0,905.0,14
14,1991.7,Why does my skin hate me?,988.0,933.0,15
15,1991.7,I don't know anything,973.0,942.0,16
16,1991.7,What is KPI?,963.0,915.0,17
17,1991.7,Brexit,943.0,938.0,18
18,1991.7,Women (fearful),938.0,864.0,19
19,1991.7,Bored. I might make noise,928.0,866.0,20
20,1991.7,Travel,893.0,873.0,21
21,1991.7,Oversized t-shirts,879.0,872.0,22
22,1991.7,Chewing,871.0,807.0,23
23,1991.7,Am I good?,869.0,841.0,24
24,1991.7,Money,866.0,838.0,25
25,1991.7,When will I grow up?,853.0,808.0,26
26,1991.7,Using chopsticks,845.0,817.0,27
27,1991.7,Trampolines,842.0,823.0,28
28,1991.7,Getting swole,835.0,782.0,29
29,1991.7,We MUST meet up more,819.0,721.0,30
30,1991.7,Teeth are the worst,818.0,793.0,31
31,1991.7,Tying my shoes,806.0,805.0,32
32,1991.7,The dark?,805.0,747.0,33
33,1991.7,"Oh no, THIS is grown up",802.0,740.0,34
34,1991.7,RUNNING,799.0,746.0,35
35,1991.7,Not learning languages,798.0,784.0,36
36,1991.7,Harry Potter,789.0,713.0,37
37,1991.7,Women (interested),780.0,712.0,38
38,1991.7,Cartoons,775.0,715.0,39
39,1991.7,Everyone is racist?,762.0,719.0,40
40,1991.7,Hreflang,726.0,707.0,41
41,1991.7,Games,646.0,620.0,42
42,1991.7,I know pretty much everything,644.0,643.0,43
43,1991.7,Jupyter,630.0,601.0,44
44,1991.7,Who the f**k is this?,629.0,628.0,45
45,1991.7,Rap,605.0,567.0,46
0,1991.8,Need a nap,662409.0,618822.0,1
1,1991.8,Food/drink,661428.0,535320.0,2
2,1991.8,What is that smell?,392749.0,244944.0,3
3,1991.8,Have I pooped myself?,351652.0,353556.0,4
4,1991.8,What colour is that?,304703.0,555516.0,5
5,1991.8,I'm going to be sick,291137.0,337176.0,6
6,1991.8,"No, don't carry me there",181545.0,212940.0,7
7,1991.8,Bugs,154014.0,121464.0,8
8,1991.8,My toy,121102.0,99366.0,9
9,1991.8,Loud noises,118769.0,123480.0,10
10,1991.8,Eugh these clothes,107224.0,95088.0,11
11,1991.8,Who the frick is this?,80066.0,63630.0,12
12,1991.8,Walking,1105.0,1080.0,13
13,1991.8,I don't know anything,1052.0,973.0,14
14,1991.8,What is KPI?,1044.0,963.0,15
15,1991.8,Why does my skin hate me?,1036.0,988.0,16
16,1991.8,Exams,1026.0,997.0,17
17,1991.8,Bored. I might make noise,1021.0,928.0,18
18,1991.8,Brexit,1006.0,943.0,19
19,1991.8,Women (fearful),975.0,938.0,20
20,1991.8,Travel,948.0,893.0,21
21,1991.8,When will I grow up?,929.0,853.0,22
22,1991.8,Am I good?,928.0,869.0,23
23,1991.8,Trampolines,927.0,842.0,24
24,1991.8,Chewing,927.0,871.0,25
25,1991.8,Using chopsticks,919.0,845.0,26
26,1991.8,Getting swole,912.0,835.0,27
27,1991.8,Money,891.0,866.0,28
28,1991.8,Oversized t-shirts,882.0,879.0,29
29,1991.8,RUNNING,867.0,799.0,30
30,1991.8,Not learning languages,859.0,798.0,31
31,1991.8,We MUST meet up more,847.0,819.0,32
32,1991.8,Teeth are the worst,841.0,818.0,33
33,1991.8,Tying my shoes,837.0,806.0,34
34,1991.8,The dark?,836.0,805.0,35
35,1991.8,Women (interested),832.0,780.0,36
36,1991.8,Cartoons,832.0,775.0,37
37,1991.8,"Oh no, THIS is grown up",826.0,802.0,38
38,1991.8,Harry Potter,816.0,789.0,39
39,1991.8,Everyone is racist?,795.0,762.0,40
40,1991.8,Hreflang,763.0,726.0,41
41,1991.8,Jupyter,713.0,630.0,42
42,1991.8,I know pretty much everything,705.0,644.0,43
43,1991.8,Games,700.0,646.0,44
44,1991.8,Who the f**k is this?,699.0,629.0,45
45,1991.8,Rap,633.0,605.0,46
0,1991.9,Food/drink,704273.0,661428.0,1
1,1991.9,Need a nap,703323.0,662409.0,2
2,1991.9,What colour is that?,692820.0,304703.0,3
3,1991.9,What is that smell?,687340.0,392749.0,4
4,1991.9,Have I pooped myself?,357300.0,351652.0,5
5,1991.9,"No, don't carry me there",355860.0,181545.0,6
6,1991.9,I'm going to be sick,347580.0,291137.0,7
7,1991.9,Bugs,237240.0,154014.0,8
8,1991.9,Loud noises,167580.0,118769.0,9
9,1991.9,My toy,149753.0,121102.0,10
10,1991.9,Eugh these clothes,118770.0,107224.0,11
11,1991.9,Who the frick is this?,82800.0,80066.0,12
12,1991.9,Bored. I might make noise,1121.0,1021.0,13
13,1991.9,Walking,1116.0,1105.0,14
14,1991.9,What is KPI?,1098.0,1044.0,15
15,1991.9,I don't know anything,1096.0,1052.0,16
16,1991.9,Exams,1092.0,1026.0,17
17,1991.9,Why does my skin hate me?,1042.0,1036.0,18
18,1991.9,Women (fearful),1029.0,975.0,19
19,1991.9,Trampolines,1027.0,927.0,20
20,1991.9,Brexit,1009.0,1006.0,21
21,1991.9,Using chopsticks,1001.0,919.0,22
22,1991.9,Chewing,999.0,927.0,23
23,1991.9,Getting swole,995.0,912.0,24
24,1991.9,Travel,986.0,948.0,25
25,1991.9,Money,977.0,891.0,26
26,1991.9,Am I good?,971.0,928.0,27
27,1991.9,Oversized t-shirts,957.0,882.0,28
28,1991.9,Not learning languages,956.0,859.0,29
29,1991.9,When will I grow up?,947.0,929.0,30
30,1991.9,We MUST meet up more,924.0,847.0,31
31,1991.9,The dark?,914.0,836.0,32
32,1991.9,Women (interested),913.0,832.0,33
33,1991.9,Teeth are the worst,904.0,841.0,34
34,1991.9,RUNNING,892.0,867.0,35
35,1991.9,Everyone is racist?,887.0,795.0,36
36,1991.9,Cartoons,884.0,832.0,37
37,1991.9,Hreflang,843.0,763.0,38
38,1991.9,Tying my shoes,838.0,837.0,39
39,1991.9,"Oh no, THIS is grown up",835.0,826.0,40
40,1991.9,Harry Potter,816.0,816.0,41
41,1991.9,Games,794.0,700.0,42
42,1991.9,Jupyter,774.0,713.0,43
43,1991.9,Who the f**k is this?,768.0,699.0,44
44,1991.9,I know pretty much everything,740.0,705.0,45
45,1991.9,Rap,678.0,633.0,46
0,1992.0,Food/drink,725139.0,704273.0,1
1,1992.0,What colour is that?,709115.0,692820.0,2
2,1992.0,Have I pooped myself?,366006.0,357300.0,3
3,1992.0,"No, don't carry me there",361084.0,355860.0,4
4,1992.0,Loud noises,169704.0,167580.0,5
5,1992.0,My toy,149788.0,149753.0,6
6,1992.0,Eugh these clothes,118800.0,118770.0,7
7,1992.0,Walking,1191.0,1116.0,8
8,1992.0,Exams,1191.0,1092.0,9
9,1992.0,Bored. I might make noise,1190.0,1121.0,10
10,1992.0,What is KPI?,1171.0,1098.0,11
11,1992.0,I don't know anything,1162.0,1096.0,12
12,1992.0,Why does my skin hate me?,1115.0,1042.0,13
13,1992.0,Brexit,1102.0,1009.0,14
14,1992.0,Using chopsticks,1073.0,1001.0,15
15,1992.0,Trampolines,1065.0,1027.0,16
16,1992.0,Getting swole,1052.0,995.0,17
17,1992.0,Money,1052.0,977.0,18
18,1992.0,Am I good?,1049.0,971.0,19
19,1992.0,Not learning languages,1038.0,956.0,20
20,1992.0,Women (fearful),1035.0,1029.0,21
21,1992.0,Chewing,1027.0,999.0,22
22,1992.0,When will I grow up?,1023.0,947.0,23
23,1992.0,Oversized t-shirts,1005.0,957.0,24
24,1992.0,Women (interested),991.0,913.0,25
25,1992.0,Travel,988.0,986.0,26
26,1992.0,Everyone is racist?,977.0,887.0,27
27,1992.0,Teeth are the worst,962.0,904.0,28
28,1992.0,We MUST meet up more,959.0,924.0,29
29,1992.0,Cartoons,957.0,884.0,30
30,1992.0,The dark?,938.0,914.0,31
31,1992.0,RUNNING,908.0,892.0,32
32,1992.0,Hreflang,890.0,843.0,33
33,1992.0,Harry Potter,874.0,816.0,34
34,1992.0,Tying my shoes,861.0,838.0,35
35,1992.0,"Oh no, THIS is grown up",846.0,835.0,36
36,1992.0,Jupyter,843.0,774.0,37
37,1992.0,Who the f**k is this?,841.0,768.0,38
38,1992.0,Games,798.0,794.0,39
39,1992.0,I know pretty much everything,791.0,740.0,40
40,1992.0,Rap,759.0,678.0,41
41,1992.0,I'm going to be sick,0.0,347580.0,42
42,1992.0,What is that smell?,0.0,687340.0,43
43,1992.0,Need a nap,0.0,703323.0,44
44,1992.0,Who the frick is this?,0.0,82800.0,45
45,1992.0,Bugs,0.0,237240.0,46
0,1992.1,Food/drink,748399.0,725139.0,1
1,1992.1,What colour is that?,727388.0,709115.0,2
2,1992.1,Have I pooped myself?,372962.0,366006.0,3
3,1992.1,"No, don't carry me there",364440.0,361084.0,4
4,1992.1,Loud noises,171589.0,169704.0,5
5,1992.1,My toy,149846.0,149788.0,6
6,1992.1,Eugh these clothes,118846.0,118800.0,7
7,1992.1,Exams,1287.0,1191.0,8
8,1992.1,Walking,1265.0,1191.0,9
9,1992.1,I don't know anything,1202.0,1162.0,10
10,1992.1,Bored. I might make noise,1200.0,1190.0,11
11,1992.1,What is KPI?,1173.0,1171.0,12
12,1992.1,Using chopsticks,1164.0,1073.0,13
13,1992.1,Brexit,1143.0,1102.0,14
14,1992.1,Money,1133.0,1052.0,15
15,1992.1,Women (fearful),1125.0,1035.0,16
16,1992.1,Why does my skin hate me?,1118.0,1115.0,17
17,1992.1,Am I good?,1107.0,1049.0,18
18,1992.1,When will I grow up?,1100.0,1023.0,19
19,1992.1,Chewing,1089.0,1027.0,20
20,1992.1,Getting swole,1086.0,1052.0,21
21,1992.1,Trampolines,1075.0,1065.0,22
22,1992.1,Oversized t-shirts,1071.0,1005.0,23
23,1992.1,Not learning languages,1061.0,1038.0,24
24,1992.1,Cartoons,1048.0,957.0,25
25,1992.1,Teeth are the worst,1030.0,962.0,26
26,1992.1,Women (interested),1028.0,991.0,27
27,1992.1,We MUST meet up more,1026.0,959.0,28
28,1992.1,Everyone is racist?,1011.0,977.0,29
29,1992.1,Travel,995.0,988.0,30
30,1992.1,Harry Potter,957.0,874.0,31
31,1992.1,The dark?,955.0,938.0,32
32,1992.1,RUNNING,955.0,908.0,33
33,1992.1,Tying my shoes,924.0,861.0,34
34,1992.1,Hreflang,910.0,890.0,35
35,1992.1,Who the f**k is this?,891.0,841.0,36
36,1992.1,Games,880.0,798.0,37
37,1992.1,I know pretty much everything,869.0,791.0,38
38,1992.1,Jupyter,865.0,843.0,39
39,1992.1,"Oh no, THIS is grown up",851.0,846.0,40
40,1992.1,Rap,809.0,759.0,41
41,1992.1,I'm going to be sick,0.0,0.0,42
42,1992.1,Need a nap,0.0,0.0,43
43,1992.1,What is that smell?,0.0,0.0,44
44,1992.1,Who the frick is this?,0.0,0.0,45
45,1992.1,Bugs,0.0,0.0,46
0,1992.2,Food/drink,776889.0,748399.0,1
1,1992.2,What colour is that?,750084.0,727388.0,2
2,1992.2,Have I pooped myself?,387624.0,372962.0,3
3,1992.2,"No, don't carry me there",376464.0,364440.0,4
4,1992.2,Loud noises,179156.0,171589.0,5
5,1992.2,My toy,153450.0,149846.0,6
6,1992.2,Need a nap,141220.0,0.0,7
7,1992.2,I'm going to be sick,123740.0,0.0,8
8,1992.2,Eugh these clothes,121246.0,118846.0,9
9,1992.2,What is that smell?,117530.0,0.0,10
10,1992.2,Bugs,79810.0,0.0,11
11,1992.2,Who the frick is this?,27278.0,0.0,12
12,1992.2,Walking,1342.0,1265.0,13
13,1992.2,Bored. I might make noise,1293.0,1200.0,14
14,1992.2,Exams,1292.0,1287.0,15
15,1992.2,Using chopsticks,1252.0,1164.0,16
16,1992.2,I don't know anything,1245.0,1202.0,17
17,1992.2,What is KPI?,1239.0,1173.0,18
18,1992.2,Money,1192.0,1133.0,19
19,1992.2,When will I grow up?,1191.0,1100.0,20
20,1992.2,Why does my skin hate me?,1180.0,1118.0,21
21,1992.2,Women (fearful),1180.0,1125.0,22
22,1992.2,Am I good?,1179.0,1107.0,23
23,1992.2,Brexit,1175.0,1143.0,24
24,1992.2,Trampolines,1152.0,1075.0,25
25,1992.2,Oversized t-shirts,1142.0,1071.0,26
26,1992.2,We MUST meet up more,1125.0,1026.0,27
27,1992.2,Not learning languages,1116.0,1061.0,28
28,1992.2,Chewing,1113.0,1089.0,29
29,1992.2,Getting swole,1110.0,1086.0,30
30,1992.2,Teeth are the worst,1074.0,1030.0,31
31,1992.2,Women (interested),1071.0,1028.0,32
32,1992.2,Cartoons,1050.0,1048.0,33
33,1992.2,Travel,1050.0,995.0,34
34,1992.2,Everyone is racist?,1048.0,1011.0,35
35,1992.2,RUNNING,1027.0,955.0,36
36,1992.2,The dark?,997.0,955.0,37
37,1992.2,Harry Potter,986.0,957.0,38
38,1992.2,Hreflang,956.0,910.0,39
39,1992.2,I know pretty much everything,955.0,869.0,40
40,1992.2,Who the f**k is this?,953.0,891.0,41
41,1992.2,Tying my shoes,936.0,924.0,42
42,1992.2,"Oh no, THIS is grown up",919.0,851.0,43
43,1992.2,Jupyter,911.0,865.0,44
44,1992.2,Games,880.0,880.0,45
45,1992.2,Rap,844.0,809.0,46
0,1992.3,Food/drink,806972.0,776889.0,1
1,1992.3,What colour is that?,768046.0,750084.0,2
2,1992.3,Have I pooped myself?,405662.0,387624.0,3
3,1992.3,"No, don't carry me there",385416.0,376464.0,4
4,1992.3,Loud noises,189984.0,179156.0,5
5,1992.3,My toy,158249.0,153450.0,6
6,1992.3,Need a nap,156624.0,141220.0,7
7,1992.3,Eugh these clothes,127590.0,121246.0,8
8,1992.3,I'm going to be sick,119280.0,123740.0,9
9,1992.3,What is that smell?,96768.0,117530.0,10
10,1992.3,Bugs,53664.0,79810.0,11
11,1992.3,Who the frick is this?,29328.0,27278.0,12
12,1992.3,Walking,1433.0,1342.0,13
13,1992.3,Bored. I might make noise,1366.0,1293.0,14
14,1992.3,Using chopsticks,1302.0,1252.0,15
15,1992.3,Exams,1295.0,1292.0,16
16,1992.3,I don't know anything,1289.0,1245.0,17
17,1992.3,Money,1277.0,1192.0,18
18,1992.3,Am I good?,1261.0,1179.0,19
19,1992.3,Women (fearful),1251.0,1180.0,20
20,1992.3,What is KPI?,1248.0,1239.0,21
21,1992.3,Oversized t-shirts,1233.0,1142.0,22
22,1992.3,When will I grow up?,1222.0,1191.0,23
23,1992.3,Brexit,1217.0,1175.0,24
24,1992.3,Getting swole,1207.0,1110.0,25
25,1992.3,Chewing,1203.0,1113.0,26
26,1992.3,We MUST meet up more,1196.0,1125.0,27
27,1992.3,Why does my skin hate me?,1191.0,1180.0,28
28,1992.3,Not learning languages,1174.0,1116.0,29
29,1992.3,Trampolines,1152.0,1152.0,30
30,1992.3,Women (interested),1131.0,1071.0,31
31,1992.3,Everyone is racist?,1126.0,1048.0,32
32,1992.3,Cartoons,1126.0,1050.0,33
33,1992.3,Teeth are the worst,1104.0,1074.0,34
34,1992.3,Travel,1100.0,1050.0,35
35,1992.3,RUNNING,1093.0,1027.0,36
36,1992.3,Harry Potter,1085.0,986.0,37
37,1992.3,I know pretty much everything,1030.0,955.0,38
38,1992.3,The dark?,1008.0,997.0,39
39,1992.3,Hreflang,1004.0,956.0,40
40,1992.3,Tying my shoes,989.0,936.0,41
41,1992.3,Who the f**k is this?,972.0,953.0,42
42,1992.3,Jupyter,940.0,911.0,43
43,1992.3,"Oh no, THIS is grown up",927.0,919.0,44
44,1992.3,Games,919.0,880.0,45
45,1992.3,Rap,914.0,844.0,46
0,1992.4,Food/drink,840013.0,806972.0,1
1,1992.4,What colour is that?,795819.0,768046.0,2
2,1992.4,"No, don't carry me there",400792.0,385416.0,3
